,Rates collection,Percentage of accumulated deficit from income,Average per capita expenditure in NIS,Education,Welfare,Total income from the government,Total expenses,Total income,Surplus or deficit per year,Development Work,immigration_balance,Socioeconomic cluster from 1 to 10 lowest 1,Percentage of eligible for a Bagrut,Gini Index of Inequality Index 0 Full Equality,Compactness Cluster from 1 to 10 1 highest
0,37924.0,0.3,5110.95,148879.0,29281.0,186692.0,270446.0,255189.0,15257.0,14677.0,12.0,2,53.3,0.3786,7
1,37797.0,0.29,5639.51,150616.0,30160.0,201961.0,276005.0,276005.0,14344.0,16301.0,-41.0,2,52.9,0.3827,7
2,40414.0,0.3,5531.09,168718.0,33760.0,215495.0,309154.0,294964.0,14128.0,2426.0,-132.0,2,60.0,0.3846,7
3,44141.0,0.22,5683.24,166463.0,35452.0,234906.0,320440.0,320440.0,-13.0,680.0,-106.0,2,57.757166947723434,0.40003359505636205,8
4,31813.0,0.12,5146.44,38983.0,19347.0,90940.0,146720.0,144547.0,2173.0,5658.0,-213.0,3,47.1,0.3839,3
5,32551.0,0.13,5515.08,45324.0,22198.0,95088.0,159202.0,150844.0,6980.0,6075.0,355.0,3,51.7,0.3836,3
6,36735.0,0.15,5697.95,51134.0,22501.0,109825.0,173620.0,169170.0,5059.0,8878.0,422.0,3,46.2,0.3799,3
7,38502.0,0.11,6359.26,65789.0,24480.0,136417.0,201920.0,201920.0,118.0,14711.0,570.0,3,45.19480519480519,0.39357793440534994,3
8,107479.0,0.11,6692.31,73590.0,28276.0,87206.0,247776.0,244408.0,3368.0,19561.0,-351.0,5,59.9,0.3988,3
9,112143.0,0.12,6619.23,83832.0,32094.0,84526.0,257031.0,257031.0,2690.0,4190.0,-351.0,5,64.7,0.3948,3
10,118766.0,0.12,8200.5,90593.0,34255.0,115782.0,304034.0,304034.0,8591.0,6196.0,-428.0,6,64.7,0.392,3
11,118512.0,0.14,8011.53,100018.0,34775.0,106671.0,291808.0,291808.0,3563.0,44894.0,-456.0,6,70.74148296593187,0.4026414372699363,3
12,43600.0,0.31,7121.42,39532.0,13722.0,57768.0,139765.0,139758.0,7.0,7389.0,48.0,5,65.6,0.3626,2
13,42876.0,0.2,7664.7,44789.0,14491.0,65913.0,154856.0,154856.0,3063.0,15755.0,81.0,5,70.1,0.3607,2
14,42086.0,0.16,8173.2,48034.0,16046.0,65348.0,162860.0,157860.0,4494.0,22889.0,-90.0,5,74.9,0.3633,2
15,41030.0,0.23,8098.81,50504.0,16451.0,65680.0,166306.0,166306.0,10024.0,20310.0,150.0,5,74.78260869565217,0.3795645151425576,3
16,265973.0,0.17,8016.75,149011.0,26150.0,163473.0,516784.0,503264.0,13520.0,4368.0,-208.0,6,63.0,0.3695,8
17,268006.0,0.17,8448.69,144724.0,24553.0,136176.0,482500.0,482500.0,6335.0,5405.0,-614.0,6,66.7,0.3678,8
18,291390.0,0.16,8883.81,156412.0,29387.0,148900.0,503500.0,503500.0,7922.0,80.0,-473.0,6,67.7,0.3662,8
19,294371.0,0.19,8785.58,162115.0,32280.0,162581.0,525000.0,525000.0,16218.0,377.0,-186.0,6,69.26470588235294,0.3857546699115081,9
20,36403.0,0.09,3644.85,62839.0,18539.0,97355.0,157691.0,157708.0,-17.0,11561.0,-262.0,2,35.9,0.392,3
21,36882.0,0.08,3889.54,69948.0,21000.0,108042.0,174904.0,174904.0,-8.0,15261.0,-483.0,2,36.2,0.391,3
22,35704.0,0.07,4236.03,84884.0,24199.0,127473.0,203681.0,203681.0,-266.0,4485.0,-452.0,2,28.5,0.3895,3
23,43387.0,0.07,4499.72,86186.0,25275.0,131343.0,206819.0,206819.0,-42.0,53420.0,-467.0,2,24.676724137931032,0.4065642794559009,2
24,36120.0,0.04,5588.42,32603.0,10486.0,49710.0,107633.0,107769.0,-136.0,7286.0,49.0,6,72.0,0.3748,8
25,40398.0,0.03,6128.58,37330.0,12125.0,59515.0,122004.0,122004.0,-112.0,8006.0,142.0,6,76.7,0.3756,8
26,43983.0,0.03,6219.37,41018.0,12427.0,57594.0,125879.0,125879.0,-938.0,7892.0,126.0,6,77.6,0.3756,8
27,45469.0,0.02,6432.37,41889.0,13471.0,56952.0,126462.0,126462.0,-17.0,8942.0,-115.0,6,75.86206896551724,0.392075667154992,9
28,675629.0,0.02044159168983613,5637.59,456979.0,150753.0,428051.0,1391565.0,1392916.0,1351.0,54372.0,-2502.0,5,56.7,0.4204,7
29,705029.0,0.0196,5982.21,506810.0,160114.0,460482.0,1530866.0,1530866.0,1069.0,49841.0,-2705.0,5,56.9,0.4183,7
30,743787.0,0.023121211101381673,6267.29,549380.0,184359.0,518702.0,1637278.0,1637278.0,3133.0,80801.0,-3003.0,5,57.0,0.4169,7
31,752178.0,0.02264618824148205,6484.81,579952.0,200684.0,554391.0,1725788.0,1725788.0,702.0,79911.0,-2826.0,5,57.40846681922197,0.4289676748459734,8
32,352951.0,0.01,4876.55,174146.0,85768.0,194495.0,694040.0,696052.0,-2012.0,74630.0,1833.0,5,71.7,0.415,7
33,382040.0,0.01,4964.52,299175.0,94749.0,305476.0,834933.0,834933.0,-304.0,76224.0,1359.0,5,73.1,0.4136,7
34,399601.0,0.01,5751.62,221436.0,99946.0,254201.0,815836.0,815836.0,-7.0,69903.0,1095.0,5,73.0,0.4117,7
35,416848.0,0.01,5753.38,276373.0,112007.0,300240.0,896931.0,896931.0,-5.0,73653.0,555.0,5,69.52155936207916,0.42380913344825033,7
36,26824.0,0.08,4922.58,57534.0,12466.0,87729.0,137975.0,138067.0,-92.0,722.0,4.0,3,56.9,0.3608,3
37,30159.0,0.07,5208.54,65256.0,13368.0,93893.0,148321.0,148321.0,-170.0,846.0,20.0,3,57.7,0.3657,3
38,30135.0,0.06,5725.81,75087.0,14701.0,110111.0,164335.0,164335.0,-529.0,959.0,1.0,3,67.6,0.3685,3
39,31116.0,0.06,5565.17,79117.0,15786.0,113479.0,166855.0,166855.0,257.0,1890.0,3.0,3,65.75809199318569,0.37847325513188423,3
40,686887.0,0.11,6751.47,412912.0,153784.0,440956.0,1452647.0,1456632.0,-3985.0,137766.0,-759.0,5,71.2,0.4307,7
41,706528.0,0.11,6824.06,446477.0,161218.0,462770.0,1512204.0,1512204.0,-1910.0,164779.0,-1363.0,5,69.6,0.4283,7
42,733126.68,0.1,7454.15,480848.0,160986.0,496451.0,1655584.0,1655584.0,-1786.0,192685.13,-1358.0,5,73.9,0.4303,7
43,700619.0,0.09,7863.7,531643.0,175154.0,611917.0,1749240.0,1749240.0,-2246.0,138039.0,-1811.0,5,76.5576323987539,0.4443289169458615,8
44,33014.0,0.37,9859.04,31733.0,18621.0,115014.0,190378.0,179669.0,10709.0,2551.0,-95.0,4,56.0,0.3667,5
45,35345.0,0.26,8426.98,29363.0,18826.0,63701.0,133618.0,129857.0,-2032.0,1852.0,-97.0,4,49.3,0.3651,5
46,37126.0,0.14,9153.55,29852.46,19084.28,65273.0,135189.69,131495.0,3603.93,435.14,-150.0,5,66.8,0.3635,5
47,37436.0,0.12,8130.17,38235.0,22609.0,76102.0,151316.0,151316.0,-260.0,123.0,188.0,5,70.46979865771812,0.38157531776703635,5
48,142391.0,0.14,3612.21,132080.0,56629.0,176122.0,398774.0,386668.0,12106.0,28975.0,1917.0,2,34.0,0.4377,8
49,159923.0,0.11,3829.85,123102.0,54861.0,171691.0,396432.0,396432.0,-3478.0,36169.0,1788.0,2,34.3,0.4329,8
50,164542.0,0.1,4190.63,160937.0,62302.0,223385.0,469736.0,469736.0,8415.0,52105.0,393.0,2,37.2,0.4336,8
51,173245.0,0.11,4218.46,180036.0,74798.0,257668.0,518379.0,518379.0,5746.0,61966.0,555.0,2,37.729627885068304,0.4431222535539888,9
52,21778.0,0.19,3183.78,43380.0,22319.0,98306.01,164824.27,167457.37,-2633.09,11124.0,244.0,1,10.5,0.3774,6
53,24810.0,0.1,3487.1,50036.0,26906.0,103475.0,177050.0,177050.0,-95.95,8810.0,494.0,1,10.2,0.3767,6
54,28215.0,0.09,3800.65,66593.0,29111.0,127661.0,204264.0,204264.0,-48.0,12333.0,706.0,1,9.8,0.3781,6
55,31381.0,0.07,4045.82,71489.0,36326.0,145494.0,226192.0,226192.0,-99.0,9090.0,-161.0,1,11.440329218106996,0.38797651671410804,6
56,311724.0,0.09,5551.12,371833.0,133664.0,508501.0,1059037.0,1057237.0,1800.0,37231.0,-1741.0,2,6.4,0.406,2
57,322594.0,0.09,5690.75,402093.0,143419.0,527498.0,1101014.0,1101014.0,1826.0,52052.0,-1569.0,2,7.0,0.4035,2
58,339036.0,0.08,6073.99,442056.0,154891.0,581239.0,1185381.0,1185381.0,1490.0,35418.0,-2158.0,2,6.4,0.4043,2
59,360216.0,0.07,6639.26,533172.0,165847.0,680150.0,1333154.0,1333154.0,-75.0,63957.0,-3111.0,2,5.990068280571074,0.4088014496490876,2
60,294652.0,0.13,4873.62,197432.0,102054.0,296527.0,773667.0,766054.0,7613.0,75477.0,-1675.0,5,72.1,0.3661,3
61,302213.0,0.11,5064.07,210348.0,87066.0,296517.0,781617.0,781617.0,-839.0,41560.0,-1971.0,5,70.8,0.3654,3
62,314938.0,0.11,5336.65,224446.0,111488.0,344453.0,840217.0,840217.0,-126.0,119646.0,-2113.0,5,74.3,0.3649,3
63,328741.0,0.11,5524.91,243312.0,115840.0,376627.0,881542.0,881542.0,4836.0,105060.0,-2169.0,5,74.52276064610867,0.37974765087446405,2
64,62315.0,0.08,5390.59,41912.0,9335.0,36297.0,138274.0,140850.0,2576.0,71459.0,-44.0,8,86.9,0.4488,3
65,64805.0,0.07,5552.69,47284.0,9099.0,34255.0,143301.0,143301.0,1428.0,138786.0,-273.0,8,86.3,0.4524,3
66,69256.0,0.07,5843.01,51223.0,10200.0,34021.0,150856.0,150856.0,914.0,116227.0,-269.0,8,87.8,0.4579,3
67,71459.0,0.05500000000000001,5988.66,55169.0,10457.0,37494.0,159238.0,159238.0,1411.0,144103.0,-127.0,8,91.26760563380282,0.46904413437047054,3
68,180616.0,0.27,6661.68,101255.0,22319.0,130301.0,399874.0,396658.0,3216.0,139676.0,-127.0,8,88.8,0.4382,2
69,184441.0,0.29,5999.72,105449.0,22145.0,81508.0,358607.0,358607.0,-73.0,105397.0,237.0,8,89.3,0.4375,2
70,195088.0,0.27,6307.6,113163.0,23175.0,84370.0,375267.0,375267.0,625.0,184036.0,177.0,8,91.6,0.4377,2
71,208725.0,0.26,6570.53,126545.0,25463.0,96262.0,408695.0,408695.0,57.0,212886.0,37.0,8,91.34438305709024,0.4497192627681126,2
72,88002.0,0.1,5973.73,56363.0,29955.0,111724.0,228304.0,230314.0,-2010.0,10728.0,-376.0,4,72.0,0.4285,4
73,108423.0,0.04,6379.22,62182.0,30041.0,112781.0,242471.0,242471.0,-14318.0,16581.0,-266.0,4,61.5,0.4157,4
74,84007.0,0.03,7153.37,69707.0,34236.0,152175.0,270390.0,270390.0,-932.0,14899.0,-269.0,4,68.5,0.4258,4
75,86239.0,0.02,8098.69,76636.0,37690.0,163954.0,300862.0,300862.0,-1013.0,12540.0,150.0,4,74.74541751527495,0.43642828393865485,6
76,191871.0,0.06,6574.78,137268.0,18895.0,98654.0,382271.0,384237.0,-1966.0,28582.0,1870.0,8,87.0,0.4798,7
77,206506.0,0.05,6746.91,153321.0,21948.0,106460.0,405523.0,405523.0,-1930.0,44759.0,1558.0,8,86.5,0.4755,7
78,218636.0,0.04,7162.96,176388.0,24724.0,130222.0,455478.0,455478.0,-1858.0,49449.0,1487.0,8,84.7,0.4742,7
79,227390.0,0.04,7469.61,189314.0,25595.0,139195.0,489903.0,489903.0,-149.0,43242.0,621.0,8,88.31942789034565,0.48566027123179056,7
80,491977.0,0.016543355896580625,8147.43,259979.0,52940.0,191150.0,836268.0,853785.0,17517.0,162229.0,-58.0,8,84.5,0.4891,7
81,496245.0,0.021967077323586257,8243.74,278583.0,57198.0,206546.0,863956.0,863956.0,17290.0,66539.0,161.0,8,79.3,0.4873,7
82,505872.0,0.054142714494541284,8268.69,299012.0,59555.0,218269.0,906212.0,906212.0,32122.0,308264.0,-193.0,8,81.9,0.4897,7
83,539447.0,0.04895430601262188,8721.29,309790.0,60844.0,223713.0,924376.0,924376.0,19603.0,310095.0,-1.0,8,85.27667984189723,0.500297836697639,8
84,298250.0,0.18,5825.74,134820.0,63800.0,137817.0,557180.0,557386.0,-206.0,25253.0,774.0,6,65.5,0.4084,8
85,310524.0,0.17,6012.98,140813.0,68093.0,149256.0,569019.0,569019.0,-1024.0,26317.0,1342.0,6,63.9,0.4107,8
86,328225.0,0.15,6272.33,153863.0,68246.0,156875.0,607313.0,607313.0,-1055.0,30284.0,1066.0,6,66.7,0.4073,8
87,343209.0,0.15,6391.7,170213.0,74388.0,174767.0,648327.0,648327.0,-736.0,29909.0,396.0,6,69.21824104234527,0.42181815814787105,8
88,513924.0,-0.0025643548839735107,5307.8,378574.0,102202.0,346415.0,1099304.0,1100757.0,-1453.0,93978.0,-793.0,6,73.0,0.4042,5
89,527741.0,0.00012141966489626616,5487.1,427868.0,113442.0,387657.0,1200781.0,1200781.0,-363.25,85571.0,-608.0,6,73.9,0.4038,5
90,545040.0,0.0028914214595685364,5777.39,455778.0,123626.0,418589.0,1248833.0,1248833.0,-363.25,115695.0,-702.0,7,76.5,0.4043,5
91,568573.0,0.020608541389876587,6049.93,468644.0,131415.0,420690.0,1281788.0,1281788.0,-363.25,138350.0,-567.0,7,75.71981091534164,0.41830321656899006,5
92,1256232.0,0.01,7889.25,474105.0,191323.0,469798.0,2497817.0,2500005.0,-2188.0,5717.0,-2051.0,7,73.9,0.4766,9
93,1257899.0,0.01,8104.99,510007.0,205797.0,503251.0,2597522.0,2597522.0,-2013.0,61412.0,-2615.0,7,71.1,0.4751,9
94,1332701.0,0.005,8350.44,544799.0,208261.0,515093.0,2690975.7,2690976.0,-10205.0,8491.0,-2369.0,7,71.6,0.4745,9
95,1352456.0,0.005,8645.45,589721.0,209738.0,551314.0,2785157.0,2785157.0,-1976.0,10527.0,-2034.0,7,72.69736842105263,0.4866353108026664,9
96,118734.0,0.26,7094.53,76864.0,41260.0,122952.0,333833.0,298953.0,34880.0,16843.0,-236.0,4,51.1,0.3943,6
97,118164.0,0.33,7100.42,82987.0,45237.0,130932.0,329265.0,309281.0,26564.0,10071.0,-368.0,4,51.3,0.3964,6
98,127534.0,0.28,7293.96,92197.0,41806.0,140709.0,343120.0,333120.0,3932.0,4629.0,-245.0,4,60.5,0.395,6
99,127461.0,0.25,8531.82,94124.0,46877.0,150766.0,355240.0,348244.0,11248.0,5227.0,-2.0,4,59.800664451827245,0.4049882294965472,6
100,38202.0,0.01,4169.15,48187.0,14130.0,87226.0,173541.0,173553.0,-12.0,12609.0,49.0,3,60.5,0.3655,5
101,38190.0,0.01,4305.59,50645.0,14904.0,91888.0,179735.0,179735.0,-45.0,12321.0,6.0,3,65.8,0.3721,5
102,39278.0,0.01,4963.03,61065.0,15321.0,100415.0,182914.0,182914.0,21.0,15069.0,37.0,3,71.6,0.3814,5
103,39324.0,0.02,4321.52,59260.0,15808.5,101636.0,182487.0,182487.0,4445.0,4328.0,23.0,3,72.19451371571073,0.3963916754047758,4
104,29051.0,0.24,3940.36,32541.0,11124.0,59232.0,100097.0,100307.0,-210.0,5543.0,49.0,4,48.3,0.3663,5
105,28680.0,0.23,4069.25,36692.0,13453.0,64172.0,109935.0,109935.0,-324.0,4767.0,35.0,4,54.0,0.3687,5
106,28349.0,0.18,4037.06,50066.0,14886.0,78188.0,125364.0,125364.0,-248.0,5335.0,69.0,4,55.7,0.3704,5
107,25495.0,0.17,4036.01,42473.0,14774.0,67902.0,114950.0,114950.0,-66.0,7651.0,71.0,4,61.044176706827315,0.3907695099687938,5
108,94683.0,0.04,9211.09,61919.0,28000.0,71362.0,199328.0,201415.0,-2087.0,37971.0,288.0,4,76.9,0.3862,5
109,82034.0,0.02,9076.25,57600.0,28140.0,69100.0,188000.0,188000.0,-770.0,52950.0,610.0,4,72.5,0.3886,5
110,71959.0,0.02,9009.78,66119.0,29140.0,90068.0,200000.0,200000.0,-177.0,55100.0,653.0,5,72.1,0.3862,5
111,74312.0,0.02,9678.9,67513.0,30249.0,89502.0,203200.0,203200.0,-83.0,82461.0,605.0,5,67.05882352941175,0.40283500688488627,5
112,33334.0,0.17,5635.44,83830.0,18482.0,125155.0,182453.0,182609.0,-156.0,2557.0,41.0,2,63.6,0.3583,4
113,33165.0,0.13,5904.59,87478.0,18248.0,129684.0,181058.0,181058.0,-54.0,300.0,21.0,2,57.0,0.3639,4
114,36412.0,0.12,6315.22,101722.0,20021.0,148173.0,200381.0,200381.0,148.0,223.0,9.0,2,63.7,0.3663,4
115,39430.0,0.11,6472.71,106945.0,21043.0,151012.0,207391.0,207391.0,755.0,210.0,-17.0,2,59.09090909090909,0.3800162222030453,6
116,151330.0,0.08,6235.11,93215.0,20188.0,90045.0,274089.0,274819.0,-730.0,6479.0,1772.0,6,77.9,0.4276,4
117,160137.0,0.07,6480.59,99718.0,21546.0,93128.0,289314.0,289314.0,-1364.0,9155.0,750.0,6,79.2,0.4304,4
118,167137.0,0.06,6976.08,107213.0,22959.0,108089.0,311455.0,311455.0,-76.0,83615.0,492.0,7,81.8,0.4177,4
119,177990.0,0.05,7432.11,123712.0,25318.0,122118.0,336941.0,336941.0,-632.0,46308.0,259.0,7,85.85858585858585,0.42677863091391444,4
120,106544.0,0.03,6189.03,48117.0,10671.0,39380.0,190944.0,191634.0,-690.0,43698.0,252.0,8,76.5,0.4522,3
121,111896.0,0.0075,5824.04,52428.0,9878.0,40219.0,182312.0,182312.0,-172.5,58864.0,-162.0,8,70.3,0.45,3
122,109741.0,0.0075,6350.62,54308.0,10422.0,42915.0,188965.0,188965.0,-172.5,43642.0,60.0,8,78.5,0.4496,3
123,116362.0,0.0075,6306.22,55247.0,12765.0,48713.0,197541.0,197541.0,-172.5,68814.0,-91.0,8,79.85436893203884,0.45916792981986354,3
124,64980.0,0.08,6415.73,62267.0,11180.0,57841.0,147735.0,147658.0,77.0,14130.0,160.0,7,74.0,0.4188,7
125,68765.0,0.08,6592.58,64098.0,11248.0,58808.0,150812.0,150812.0,1307.0,20094.0,349.0,7,78.6,0.4186,7
126,72979.0,0.08,6938.72,70303.0,12148.0,65106.0,160920.0,160920.0,1279.0,9362.0,432.0,7,77.7,0.4185,7
127,75635.0,0.11,7283.84,74132.0,14190.0,62749.0,169594.0,169594.0,4777.0,7705.0,245.0,7,78.14070351758794,0.4292667530709361,7
128,1901217.0,0.06,5156.39,1348770.0,502627.0,1805998.0,4813749.0,4818404.0,-4655.0,86348.0,-7851.0,3,34.0,0.4316,10
129,1971242.0,0.06,5202.2,1466675.0,530056.0,1912338.0,5175500.0,5175500.0,-224.0,145686.0,-7952.0,3,37.1,0.4331,10
130,2059650.0,0.05,5751.1,1582507.0,575781.0,2167112.0,5470000.0,5470000.0,-2434.25,87608.0,-6008.0,2,35.4,0.431,10
131,2123947.0,0.04,6111.56,1884549.0,612749.0,2536212.0,6000000.0,6000000.0,-4858.0,140504.0,-6048.0,2,37.53707438604817,0.4404632135871971,10
132,40971.0,0.04,5843.68,51682.0,9308.0,64164.0,124412.0,124694.0,-282.0,5114.0,73.0,7,66.2,0.4177,3
133,41229.0,0.04,5536.55,52286.0,9798.0,59573.0,116111.0,116111.0,-127.0,7238.0,258.0,7,70.9,0.4176,3
134,36798.0,0.04,6029.14,59327.0,9950.0,74324.0,130139.0,130139.0,-76.0,52531.0,-24.0,7,73.3,0.4193,3
135,39240.0,0.04,6452.01,63068.0,10420.0,78746.0,138048.0,138048.0,-58.0,17615.0,219.0,7,73.95498392282958,0.4370723223409084,4
136,310992.0,0.02,6418.94,283589.0,47231.0,199894.0,672333.0,675099.0,-2766.0,82695.0,1693.0,8,80.5,0.456,5
137,332172.0,0.01,6662.44,307751.0,47719.0,213956.0,719065.0,719065.0,-2682.0,128198.0,920.0,8,80.2,0.4553,5
138,349702.0,0.01,7543.86,340936.0,50244.0,281684.0,820359.0,820359.0,-2701.0,118328.0,-44.0,8,77.7,0.4588,5
139,358986.0,0.01,7430.46,368689.0,52177.0,249395.0,809639.0,809639.0,-1506.52,120494.0,24.0,8,80.53333333333333,0.4695491668283138,6
140,31699.0,0.16,5754.68,58092.0,9091.0,77625.0,129043.0,130408.0,-1365.0,2766.0,35.0,3,53.4,0.3538,4
141,34134.0,0.08,6116.27,65457.0,9901.0,92283.0,143191.0,143191.0,-4928.0,1340.0,-21.0,3,65.5,0.3544,4
142,35761.0,0.04,6882.87,73448.0,9898.0,100575.0,150768.0,150768.0,-1000.0,1204.0,15.0,3,74.6,0.3497,4
143,35844.0,0.05,7620.98,81098.0,11218.0,110078.0,162491.0,162491.0,2941.0,33.0,34.0,3,77.3469387755102,0.3702153637118176,5
144,141364.0,0.02380201968225381,5115.69,70544.0,27711.0,74413.0,268236.0,268273.0,37.0,10787.0,-525.0,6,69.3,0.4104,7
145,145653.0,0.01367527134326802,5421.43,66904.0,27952.0,75901.0,273860.0,273860.0,58.0,9050.0,-274.0,6,74.8,0.4086,7
146,152709.0,0.005000365475217458,5615.14,75408.0,32542.0,88465.0,298610.0,298610.0,46.0,3932.0,-366.0,6,78.5,0.4087,7
147,162419.0,0.003806106167342537,5902.34,76344.0,35030.0,89570.0,303090.0,303090.0,7.0,578.0,-699.0,6,76.22504537205081,0.4215525680957466,7
148,163625.0,0.09611310037794987,4655.11,98392.0,54644.0,178932.0,369034.0,391522.0,22488.0,57898.0,-757.0,4,49.1,0.3619,4
149,167505.0,0.041996968498994806,4961.81,111009.0,59210.0,182742.0,406099.0,406099.0,8406.0,67565.0,-711.0,4,52.5,0.3619,4
150,179910.0,0.09348684708861307,5381.28,132187.0,63870.0,207672.0,448554.0,448554.0,27597.0,61601.0,-470.0,3,55.4,0.3597,4
151,190576.0,0.08167538216017103,5750.96,158819.0,62318.0,227733.0,480220.12,480220.0,28520.0,65434.0,-273.0,3,59.04255319148937,0.3775488079996575,4
152,68969.0,0.1,6349.21,62922.0,21304.0,84447.0,180654.0,180686.0,-32.0,3612.0,-126.0,4,55.8,0.3762,4
153,74301.0,0.11,7005.08,62189.0,21045.0,96076.0,193249.0,193249.0,4377.0,2869.0,-192.0,4,52.6,0.3755,4
154,76104.0,0.11,6898.45,65064.0,21855.0,85849.0,187048.0,187048.0,646.0,2292.0,-268.0,4,58.6,0.3758,4
155,80084.0,0.1,6772.26,52122.0,23301.0,78648.0,182503.0,182503.0,-25.0,5596.0,-492.0,4,60.27027027027027,0.39335456294527305,4
156,21458.0,0.02,3655.19,65310.0,41986.0,144201.0,236403.0,236509.0,106.0,16738.0,-104.0,1,5.0,0.3848,7
157,18580.0,0.01,3565.1,67373.0,47914.0,151614.0,242687.0,242687.0,380.0,22810.0,67.0,1,1.3,0.3819,7
158,20993.0,0.01,3653.96,73439.0,47274.0,157637.0,249027.0,249027.0,1898.0,29997.0,-7.0,1,2.0,0.3846,7
