,Rates collection,Percentage of accumulated deficit from income,Average per capita expenditure in NIS,Education,Welfare,Total income from the government,Total expenses,Total income,Surplus or deficit per year,Development Work,immigration_balance,Socioeconomic cluster from 1 to 10 lowest 1,Percentage of eligible for a Bagrut,Gini Index of Inequality Index 0 Full Equality,Compactness Cluster from 1 to 10 1 highest
159,20958.0,0.01,3963.01,98165.0,53352.0,188355.0,289374.0,289374.0,99.0,58485.0,-180.0,1,3.113879003558719,0.3994746016200159,3
160,213314.0,0.05,5566.04,261395.0,19010.0,209468.0,500426.0,500577.0,-151.0,30739.0,225.0,8,87.9,0.4313,7
161,222232.0,0.05,5761.38,275123.0,20034.0,220303.0,527840.0,527840.0,-501.0,13806.0,157.0,8,89.9,0.436,7
162,235632.0,0.04,6191.38,295722.0,23169.0,233348.0,558200.0,558200.0,-546.0,62019.0,40.0,8,89.6,0.4346,7
163,257779.0,0.03,6579.06,317433.0,25126.0,250585.0,603458.0,603458.0,-712.0,85493.0,6.0,8,88.671875,0.4456267717016824,8
164,80607.0,0.08,7099.39,80479.0,18710.0,133097.0,288711.0,290045.0,-1334.0,3393.0,-502.0,6,76.8,0.3833,9
165,81167.0,0.09,6488.46,83774.0,21389.0,103409.0,261050.0,261050.0,-168.6,3208.5,-589.0,6,77.7,0.3848,9
166,87605.0,0.08,6829.18,88542.0,22431.0,105615.0,281593.0,281593.0,-115.0,610.0,-494.0,6,79.2,0.3857,9
167,94883.0,0.08,7095.94,94454.0,26565.0,111468.0,295325.0,295325.0,-47.0,1331.0,-464.0,6,85.59670781893004,0.3977541947911605,9
168,43951.0,0.08,5540.87,31782.0,13786.0,67372.0,135031.0,135668.0,-637.0,2579.0,-207.0,5,64.3,0.3786,5
169,44121.0,0.07,5856.09,34189.0,16000.0,73595.0,141541.0,141541.0,-444.0,545.0,-407.0,5,67.4,0.38,5
170,44120.0,0.07,6250.46,36315.0,17393.0,82302.0,151540.0,151540.0,-122.0,203.0,-176.0,5,68.5,0.3796,5
171,45676.0,0.07,6645.1,40295.0,18092.0,82827.0,157389.0,157389.0,1052.0,174.0,-91.0,5,73.44262295081967,0.3936241371740866,6
172,142979.0,0.12,6001.64,75640.0,34554.0,127571.0,379796.0,378263.0,1533.0,16097.0,-54.0,6,77.0,0.4137,6
173,154723.0,0.11,6207.7,75155.0,33810.0,116830.0,368775.0,368775.0,316.0,8105.0,-178.0,6,76.4,0.4114,6
174,156237.0,0.11,6613.75,76865.0,34075.0,119125.0,381645.0,381645.0,3125.0,11457.0,-115.0,6,74.2,0.4123,6
175,159063.0,0.18,6763.77,84300.0,35570.0,126870.0,395050.0,395050.0,24498.0,10870.0,-162.0,6,70.07978723404256,0.427002869676797,6
176,138106.0,0.0055628361591175905,7051.45,143515.0,17642.0,100759.0,324550.0,324741.0,191.0,49485.0,611.0,8,86.1,0.4377,6
177,144882.0,0.0008436990502685015,7124.35,150665.0,17648.0,103653.0,325873.0,325873.0,125.0,20517.0,639.0,3,51.6,0.3879,5
178,151680.0,0.002497855102683565,7617.99,168284.0,19673.0,113028.0,350962.0,350962.0,550.0,15659.0,543.0,3,59.9,0.3882,5
179,159623.0,0.0031706137214487025,7745.39,174152.0,21448.0,124093.0,370455.0,370455.0,286.0,75437.0,180.0,3,60.55172413793104,0.39751827453669697,5
180,83302.0,0.2,3756.83,100093.0,37009.0,164064.0,301707.0,303576.0,-1869.0,8748.0,-320.0,3,54.7,0.3823,5
181,77539.0,0.15,4243.23,105512.0,40554.0,165773.0,322342.0,322342.0,-49.0,9344.0,-544.0,5,62.5,0.3847,9
182,84290.0,0.19,4709.15,129252.0,44210.0,199029.0,363020.0,363020.0,17519.0,3368.0,-439.0,5,69.7,0.3848,9
183,82834.0,0.26,4935.26,141400.0,44234.0,211120.0,363956.0,363956.0,21046.0,5537.0,-600.0,5,74.08829174664108,0.4050872187035994,9
184,77182.0,0.033449428810253555,7635.32,63292.0,13033.0,42925.0,188203.0,189265.0,1062.0,158699.0,-266.0,7,82.8,0.4329,4
185,80096.0,0.03979341122198265,7244.17,65550.0,12590.0,43268.0,186850.0,186850.0,1733.0,154917.0,-115.0,7,83.9,0.4299,4
186,82057.0,0.05910587235850059,7443.57,64220.0,13188.0,44263.0,186776.0,186776.0,3196.0,151120.0,-133.0,7,77.5,0.4293,4
187,85047.0,0.06950370780539179,7274.34,67300.0,15484.0,49655.0,190483.46,190483.0,1671.0,181190.0,-63.0,7,80.66914498141264,0.43896858258150184,5
188,34044.0,0.07,4947.64,58048.0,17109.0,98074.0,164999.0,161707.0,3292.0,7859.0,220.0,3,55.8,0.3885,2
189,38288.0,0.03,4932.58,50156.0,18758.0,89272.0,158906.0,155906.0,2610.0,12990.0,490.0,3,59.1,0.3884,2
190,39681.0,0.03,5115.09,50377.0,18927.0,96081.0,168605.0,168605.0,382.0,21832.0,358.0,3,59.2,0.3876,2
191,47865.0,0.04,5838.09,54304.0,20033.0,102809.0,184570.0,184570.0,3678.0,19281.0,668.0,3,60.526315789473685,0.39839833728532215,3
192,617719.0,0.04,5770.82,453237.0,129195.0,416487.0,1357897.0,1358215.0,-318.0,57316.0,-96.0,6,65.2,0.422,9
193,628904.4,0.04,5888.99,496575.0,135693.0,446864.0,1430267.0,1430267.0,-431.0,8485.0,-694.0,6,68.9,0.4269,9
194,670485.0,0.03,6319.76,542860.0,145705.0,499639.0,1524054.0,1524054.0,-750.0,18268.0,-1005.0,6,69.1,0.4252,9
195,694680.2,0.03,6566.82,599278.0,161538.0,543854.0,1636656.0,1636656.0,-1885.0,47882.0,-968.0,6,71.68472170339932,0.4419695355143445,9
196,23849.0,0.28,5351.72,73177.0,15687.0,109367.0,162579.98,158051.0,4529.0,2030.0,20.0,3,70.6,0.3852,3
197,25321.0,0.21,6136.09,76847.0,17177.0,120413.0,172824.0,172824.0,58.0,379.0,95.0,3,68.8,0.3889,3
198,28013.0,0.2,6160.88,81209.0,18838.0,130983.0,186327.0,186327.0,6383.0,447.0,67.0,3,61.2,0.392,3
199,26093.0,0.3,6583.73,88852.0,21097.0,130528.0,193512.0,193512.0,21084.0,514.0,6.0,3,61.96943972835314,0.40725540330798427,3
200,113801.0,0.14,6655.28,109143.0,39258.0,138891.0,365967.0,366571.0,-604.0,8925.0,-553.0,4,70.2,0.3797,7
201,122085.0,0.13,6949.8,114941.0,40925.0,143225.0,370444.0,370444.0,-338.0,17797.0,-740.0,4,68.6,0.3813,7
202,128180.0,0.13,7285.06,121298.0,42822.0,153561.0,389838.0,389838.0,14.0,20124.0,-372.0,4,72.5,0.3785,7
203,134247.0,0.12,7820.38,133246.0,45386.0,164201.0,428340.0,428340.0,-121.0,23781.0,-453.0,4,67.1875,0.39651978417301703,7
204,123721.0,0.04,6158.39,97761.0,35014.0,112582.0,299587.0,299796.0,-209.0,11419.0,680.0,5,64.5,0.3991,9
205,132735.0,0.03,6500.05,116716.0,37860.0,128080.0,324527.0,324527.0,-203.0,22796.0,1092.0,5,56.7,0.399,9
206,141328.0,0.03,6431.54,125496.0,39479.0,141004.0,353689.0,353689.0,-297.0,4942.0,1275.0,5,62.2,0.3946,9
207,147582.0,0.05,6265.17,111143.0,47481.0,123208.0,357781.0,357781.0,-471.0,7733.0,1495.0,5,66.37630662020906,0.41198310205121813,9
208,16610.0,0.13,5422.63,66469.0,11559.0,98624.0,133836.0,133870.0,-34.0,1363.0,27.0,2,69.3,0.3563,3
209,17750.0,0.13,5379.26,71969.0,13306.0,104091.0,138948.0,138948.0,901.0,1403.0,30.0,2,70.6,0.3938,3
210,19551.0,0.16,5975.9,78718.0,14305.0,109768.0,147692.0,147692.0,5845.0,926.0,47.0,2,72.9,0.3913,3
211,19265.0,0.2,6106.13,80624.0,14410.0,113495.0,150481.0,150481.0,6643.0,746.0,-37.0,2,78.37301587301587,0.403864386986892,4
212,51187.0,0.1,4230.71,32962.0,19125.0,63612.0,149066.0,148743.0,323.0,1252.0,-369.0,4,60.3,0.4252,6
213,50852.0,0.06,5370.7,33931.0,20197.0,63594.0,157482.0,157482.0,-19.0,1146.0,-72.0,4,60.7,0.418,6
214,50710.0,0.06,5663.38,36895.0,22591.0,77466.0,169999.0,169999.0,-8.0,1330.0,169.0,4,55.9,0.4206,6
215,55602.0,0.05,5888.76,41558.0,23471.0,87935.0,180950.0,180950.0,-50.0,7400.0,255.0,4,57.34265734265735,0.4306396374604611,7
216,941738.0,0.11,6380.56,567096.0,117984.0,395911.0,1611953.0,1611995.0,-42.0,27580.0,1858.0,7,71.1,0.4183,6
217,961554.0,0.1,6485.7,622746.0,125056.0,437514.0,1661418.0,1661418.0,-2264.0,96792.0,1348.0,7,72.8,0.4193,6
218,978289.0,0.1,6726.46,687065.0,134629.0,481277.0,1773714.0,1773714.0,-734.0,119919.0,645.0,7,75.2,0.4204,6
219,1010140.0,0.09,6960.19,717501.0,148474.0,528146.0,1843895.0,1843895.0,-1618.0,86642.0,136.0,7,75.51546391752578,0.4353497332653675,6
220,55632.0,0.18,5381.45,47862.0,28578.0,109186.0,195858.0,193901.0,1957.0,9798.0,-540.0,2,43.0,0.4259,8
221,59773.0,0.2,5713.52,48878.0,28859.0,109635.0,199530.0,199530.0,5277.0,7711.0,-699.0,2,46.7,0.4284,8
222,53226.0,0.17,6388.01,54245.0,28859.0,127533.0,209993.0,209993.0,-124.0,9249.0,-417.0,2,49.8,0.4245,8
223,52263.0,0.14,7017.69,81722.0,30477.0,159481.0,245045.0,245045.0,-37.0,9776.0,-428.0,2,48.007968127490045,0.4364293195967217,8
224,11648.0,0.46,3590.26,31185.0,8677.0,51306.0,78160.0,78300.0,-140.0,1506.0,7.0,2,45.0,0.3694,2
225,12103.0,0.39,4251.13,37494.0,9212.0,60092.0,88808.0,88808.0,472.0,920.0,1.0,2,60.8,0.3728,2
226,10830.0,0.32,4991.26,54104.0,10079.0,76458.0,106843.0,106843.0,872.0,220.0,-64.0,2,65.8,0.374,2
227,13521.0,0.42,6736.65,73038.0,10736.0,99147.0,131200.0,131200.0,20038.0,478.0,-62.0,2,70.73170731707317,0.3894638235960204,5
228,93979.0,0.18,6328.79,94619.0,13232.0,88513.0,246557.0,246572.0,-15.0,84246.0,674.0,8,77.8,0.459,2
229,99693.0,0.17,6514.56,98594.0,13990.0,85610.0,254800.0,254800.0,-47.0,58537.0,389.0,8,84.4,0.4579,2
230,108412.0,0.15,6958.23,105712.0,14627.0,93502.0,272576.0,272576.0,-184.0,30208.0,283.0,8,88.6,0.4584,2
231,113111.0,0.15,7187.7,118689.0,14630.0,105260.0,289305.0,289305.0,-236.0,206801.0,72.0,8,87.816091954023,0.46655745587584385,2
232,151110.0,0.03,6365.39,127634.0,35226.0,142767.0,383846.0,385604.0,-1758.0,23890.0,507.0,6,70.7,0.416,8
233,152127.0,0.03,6228.41,132794.0,37369.0,148390.0,383432.0,383432.0,-2237.0,49683.0,400.0,6,71.5,0.4131,8
234,158144.0,0.02,6682.18,145755.0,41667.0,161510.0,407298.0,407298.0,-25.0,9314.0,185.0,6,76.6,0.4127,8
235,164914.0,0.02,6969.09,163790.0,47212.0,172478.0,432502.0,432502.0,-832.0,32786.0,50.0,6,76.5867418899859,0.425989075293428,9
236,116242.0,0.07,6122.01,82958.0,23412.0,62128.0,267128.0,268135.0,-1007.0,17913.0,-333.0,7,71.3,0.4201,7
237,118981.0,0.06,6579.89,96312.0,23596.0,62854.0,287263.0,287263.0,-1495.0,49789.0,-25.0,7,69.8,0.4204,7
238,124761.0,0.05,6999.5,99317.0,24462.0,62510.0,291584.0,291584.0,-1152.0,47042.0,-167.0,7,72.1,0.4203,7
239,137040.0,0.05,7365.1,107862.0,26091.0,66766.0,312195.0,312195.0,-1012.0,34793.0,49.0,7,74.42396313364056,0.42893984199462254,8
240,163329.0,0.1,7850.32,162728.0,39193.0,185023.0,446236.0,431442.0,14794.0,14204.0,168.0,4,58.2,0.3838,4
241,189298.0,0.14,7994.2,156022.0,43332.0,171271.0,522198.0,522198.0,20372.0,28444.0,-144.0,4,62.4,0.3789,4
242,210339.0,0.23,8213.92,157415.0,40632.0,177479.0,501781.0,501781.0,40792.0,10346.0,-163.0,4,61.1,0.3737,4
243,215927.0,0.28,8889.2,167935.0,46988.0,215548.0,490997.0,486017.0,48935.0,16399.0,366.0,4,63.48314606741573,0.38505112873755487,5
244,55070.0,0.12,4966.66,71601.0,32197.0,124390.0,224796.0,217091.0,7705.0,9613.0,-311.0,5,72.3,0.3978,3
245,57339.0,0.09,5101.11,74367.0,32274.0,124128.0,229429.0,229429.0,-101.0,8787.0,-469.0,5,66.8,0.3968,3
246,58675.0,0.1,5137.3,73091.0,34597.0,127973.0,234989.0,234989.0,6968.0,24233.0,-345.0,5,67.6,0.3975,3
247,59098.0,0.29,6382.51,61150.0,36839.0,116535.0,234624.0,234624.0,48122.0,13998.0,-538.0,5,69.89528795811518,0.41304058594513204,3
248,82054.0,0.11,5095.12,72783.0,21680.0,77325.0,234875.0,239222.0,-4347.0,27267.0,259.0,7,72.7,0.4286,4
249,83855.0,0.08,5117.02,73782.0,20568.0,81079.0,239448.0,239448.0,-3223.0,29571.0,252.0,7,67.7,0.4279,4
250,87496.0,0.07,5407.21,80753.0,21774.0,82508.0,253599.0,253599.0,-441.0,26238.0,262.0,7,79.1,0.4278,4
251,90209.0,0.06,5741.04,51044.0,21865.0,78847.0,227341.0,227341.0,-1528.0,34639.0,160.0,7,76.10441767068274,0.4395333991451347,4
252,52939.0,0.24,7523.53,46359.0,19885.0,84657.0,178571.0,172884.0,5687.0,31931.0,-249.0,3,57.4,0.3648,1
253,56854.0,0.19,7710.72,51488.0,23518.0,86220.0,173430.0,173430.0,1420.0,33021.0,-148.0,3,61.2,0.366,1
254,55238.0,0.13,7938.39,58606.0,25898.0,105070.0,187058.0,187058.0,-4.0,30783.0,23.0,3,65.2,0.3615,1
255,58154.0,0.13,8055.94,64301.0,29166.0,112809.0,206095.0,206095.0,-3.0,44446.0,226.0,3,61.408450704225345,0.37790088625734797,2
256,44760.0,0.24,6472.56,47453.0,22035.0,82574.0,160610.1,154000.0,6610.0,9299.0,-188.0,5,63.3,0.3814,4
257,47973.0,0.27,6998.5,46045.0,22067.0,77749.0,163940.3,152660.0,11161.0,8881.0,-418.0,5,61.8,0.3831,4
258,47091.0,0.26,7545.39,48125.0,23152.0,85290.0,173294.2,163691.0,10603.0,8752.0,-397.0,5,70.6,0.3746,4
259,47960.0,0.22,7829.7,51483.0,23427.0,89977.0,180704.0,171236.0,11648.0,8438.0,-419.0,5,67.1875,0.3946471607038555,5
260,143354.0,0.009969375286006669,6871.58,116476.0,24949.0,101696.0,302047.0,305409.0,3362.0,58069.0,115.0,7,74.3,0.4325,5
261,153046.0,0.009056002165152047,7226.88,125599.0,23527.0,120834.0,329065.0,329065.0,3318.0,71660.0,1882.0,7,74.3,0.4351,5
262,173543.0,0.014775632640056368,7514.42,149608.0,32729.0,139710.0,374324.0,374324.0,4421.0,58448.0,4119.0,7,76.1,0.4199,5
263,195944.0,0.01715787983381584,7164.16,174652.0,34703.0,154009.0,417850.0,417850.0,4325.0,64573.0,4708.0,7,74.64239271781534,0.42687308308963134,5
264,34447.0,0.09562802466086971,4782.0,100734.0,27573.0,138323.0,231927.0,230811.0,23.0,29923.0,6.0,2,57.5,0.352,7
265,27514.0,0.15865661763135983,5935.286885245902,29837.0,21688.0,70200.0,144821.0,140511.0,-4307.0,13723.0,-102.0,3,37.7,0.3778,3
266,96363.0,0.09110382355541624,6972.114285714286,57584.0,32220.0,64789.0,244024.0,248826.0,143.0,14555.0,-359.0,5,63.7,0.4082,3
267,31086.0,0.2890259411026423,8230.188679245282,37639.0,15059.0,54154.0,130860.0,120311.0,-9614.0,7066.0,-8.0,4,61.5,0.3574,2
268,229111.0,0.14167073372403974,10561.948608137045,118505.0,33111.0,115825.0,493243.0,495854.0,-13107.0,53353.0,-472.0,5,53.9,0.3712,8
269,27669.0,0.04515685420184086,3698.1909547738696,33398.0,17755.0,65132.0,147188.0,146888.0,-4104.0,25896.0,-75.0,2,32.4,0.3934,3
270,26951.0,0.04819221417940113,6137.5842696629215,23906.0,13472.0,42831.0,109249.0,108171.0,206.0,14299.0,-191.0,5,62.4,0.3652,8
271,604352.0,0.019035201094807268,6333.367875647668,371216.0,154307.0,324863.0,1344574.0,1315300.0,6693.0,102424.0,-1139.0,5,58.8,0.4157,7
272,272792.0,0.016204891950611745,5905.221465076661,190460.0,88181.0,197297.0,693273.0,695469.0,3210.0,68175.0,879.0,5,65.0,0.4159,7
273,32986.0,0.36450544538361507,5251.84659090909,187098.0,21098.0,205835.0,119524.0,117976.0,452.0,24568.0,-24.0,3,56.1,0.314,5
274,553976.0,0.12430783166087263,6054.645950076413,293094.0,174900.0,302050.0,1188527.0,1267394.0,1719.0,101729.0,-2224.0,5,63.3,0.4433,7
275,24420.0,0.37480965705733066,10501.420118343196,24946.0,20325.0,76310.0,177474.0,153670.0,-22135.0,23838.0,-196.0,4,53.3,0.3691,5
276,100173.0,0.004995196435141654,4295.510688836104,90470.0,52165.0,133662.0,361682.0,391376.0,297.0,58563.0,1548.0,3,41.9,0.4249,8
277,15550.0,0.08072052511709372,4852.64483627204,26793.0,22027.0,71472.0,192650.0,178703.0,-6120.0,61541.0,384.0,1,37.8,0.3704,6
278,261878.0,0.10418310490520419,6091.794243723209,272556.0,132023.0,382696.0,994790.0,986014.0,-9623.0,83232.0,-1047.0,3,46.8,0.4177,2
279,267900.0,0.11219487192934986,6443.057722308893,157674.0,105527.0,207966.0,826000.0,838951.0,-68564.0,83183.0,-816.0,5,59.7,0.3701,3
280,53069.0,0.03322191423446926,6641.861471861472,32334.0,10289.0,24462.0,153427.0,147192.0,5550.0,38588.0,33.0,8,76.4,0.4507,3
281,162811.0,0.2838472376551294,6129.524680073126,65717.0,27713.0,56114.0,335285.0,362681.0,2201.0,41106.0,-208.0,8,78.1,0.4491,2
282,61186.0,0.1256923601935546,7079.598765432099,43649.0,36136.0,92192.0,229379.0,228566.0,-14273.0,22243.0,-157.0,4,60.6,0.4449,4
283,149713.0,0.07288462354709933,8448.13627254509,98890.0,23207.0,61221.0,421562.0,447639.0,988.0,83495.0,144.0,8,79.7,0.4871,7
284,410354.0,0.06397197520883859,10663.945885005636,187508.0,68843.0,136671.0,945892.0,927750.0,16992.0,183138.0,-410.0,8,76.5,0.5038,7
285,253152.0,0.1686290392570949,6478.448484848484,114678.0,71628.0,102413.0,534472.0,553072.0,-10073.0,50738.0,53.0,5,55.9,0.4146,8
286,435344.0,0.00983135175120953,5600.164293537788,277258.0,109013.0,249676.0,1022590.0,1173389.0,1554.0,69741.0,-255.0,5,69.1,0.406,5
287,1185902.0,0.01084818280041198,10249.781724010358,367612.0,237737.0,694588.0,2770516.0,2771985.0,20452.0,552441.0,-509.0,7,69.3,0.4857,9
288,101484.0,0.4228990281666941,7852.182254196642,64723.0,45013.0,78484.0,327436.0,303550.0,-36525.0,40795.0,-198.0,4,47.1,0.3949,6
289,19264.0,0.05867621814831053,4356.02863,19264.0,14685.0,73690.0,167241.0,167365.0,108.0,14098.0,46.0,3,38.7,0.3406,5
290,21035.0,0.4162402923709456,3681.7596566523603,17083.0,12505.0,79855.0,85785.0,87560.0,61.0,12081.0,25.0,3,40.9,0.3553,5
291,83478.0,0.028789513916992672,9635.191256830602,15679.0,32589.0,81754.0,176324.0,177912.0,3526.0,7265.0,-234.0,4,54.2,0.3927,5
292,23720.0,0.20048450197625806,4915.01661129568,19897.0,18142.0,95643.0,147942.0,149019.0,265.0,16389.0,-7.0,3,57.9,0.3353,4
293,117162.0,0.06758475787547882,7445.435435435436,65811.0,24204.0,58893.0,247933.0,279856.0,-2613.0,20521.0,-282.0,5,67.2,0.4572,4
294,92171.0,0.022614764136000644,7399.420289855072,28279.0,12704.0,21743.0,204224.0,211499.0,785.0,25822.0,135.0,7,74.7,0.4564,3
295,49047.0,0.07017994470213183,6490.923076923077,38741.0,12445.0,41282.0,126573.0,132374.0,-869.0,11073.0,94.0,6,68.0,0.4156,7
296,1658103.0,0.057965265929811445,5838.743162605669,956207.0,513348.0,1167430.0,4696685.0,4719516.0,4325.0,881819.0,-7362.0,4,30.8,0.4433,10
297,33623.0,0.004524686155347558,5776.7692307692305,35351.0,11562.0,38880.0,112647.0,112715.0,35.0,23144.0,282.0,7,61.3,0.41984813783277763,3
298,245381.0,0.028572133641462764,7955.223367697595,191075.0,58888.0,128971.0,694491.0,688888.0,2069.0,159096.0,707.0,8,76.5,0.4643,5
299,16453.0,0.21397673492856828,5625.5,34720.0,8396.0,55528.0,112510.0,113045.0,-839.0,16823.0,29.0,3,26.4,0.3275,4
300,124539.0,0.04429063806987661,5571.476510067114,56256.0,32927.0,58119.0,249045.0,250098.0,1811.0,23495.0,-480.0,5,60.8,0.4119,7
301,139067.0,0.0482659085490747,5537.425320056899,75282.0,61944.0,151427.0,389281.0,390089.0,3308.0,41858.0,-839.0,4,37.7,0.358,4
302,57026.0,0.055612087176052344,6457.468879668049,33562.0,23974.0,54018.0,155625.0,155272.0,0.0,16244.0,-167.0,5,41.0,0.3849,4
303,15619.0,0.03337588210432845,4440.191938579655,35715.0,35459.0,97571.0,231334.0,234241.0,4998.0,66325.0,1034.0,1,40.2,0.3942,7
304,164292.0,0.034529383146628255,5661.084788029925,177141.0,18354.0,128248.0,454019.0,474813.0,176.0,93981.0,1297.0,8,79.1,0.43,7
305,73613.0,0.03891035999267021,6700.304709141274,65308.0,18118.0,68364.0,241881.0,240116.0,3786.0,32841.0,-81.0,5,66.5,0.3817,9
306,29032.0,0.2071962600039507,8576.047619047618,26410.0,17401.0,56953.0,180097.0,167059.0,-33654.0,17623.0,-180.0,5,54.2,0.3737,5
307,129756.0,0.11032727648745067,6747.433460076046,61685.0,38655.0,85007.0,354915.0,348146.0,-5649.0,41570.0,119.0,5,59.9,0.4123,6
308,115629.0,0.0023349442845960466,7299.564164648911,70178.0,22299.0,93514.0,301472.0,374313.0,587.0,49407.0,1077.0,7,69.9,0.4385,6
309,73338.0,0.11933673402483641,4307.109905020353,93520.0,44942.0,60579.0,317434.0,305036.0,75.0,44179.0,-370.0,3,50.9,0.3711,5
310,100218.0,0.006506791883280228,6419.310344827586,68627.0,45298.0,124110.0,260624.0,268335.0,89.0,10236.0,-265.0,5,55.1,0.3751,9
311,65681.0,0.04597488259825301,7104.208333333333,42303.0,15712.0,32032.0,170501.0,167374.0,214.0,12860.0,-137.0,7,80.5,0.4348,4
312,24727.0,0.08521896146851113,6551.25,49652.0,17244.0,83611.0,183435.0,230383.0,-5909.0,42319.0,8.0,3,46.3,0.3827,2
313,511124.0,0.028600790513833994,7081.6183447548765,341885.0,146335.0,305863.0,1343383.0,1328250.0,251.0,233973.0,640.0,5,64.2,0.4237,9
314,19436.0,1.2110716167200548e-05,6154.907749077491,51065.0,13959.0,89195.0,166798.0,165143.0,23.0,15700.0,-30.0,2,54.2,0.3567,3
